District,Chiefdom,Name of PHU,Community,School Name,School enrollment
PORT LOKO,KOYA,Mawoma MCHP,MAMOA (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,284
PORT LOKO,KOYA,Mawoma MCHP,MADIWA (KOYA),MARAMPA ACADEMY PRIMARY SCHOOL,136
PORT LOKO,MASIMERA,Mayola lal ratun MCHP,MAY0LLAL-LAL,EVANGELICAL MODEL PRIIMARY SCHOOL,345
PORT LOKO,MASIMERA,Mayola lal ratun MCHP,MASAKIE,EVANGELICAL MODEL PRIIMARY SCHOOL,282
PORT LOKO,MASIMERA,Mayola lal ratun MCHP,MAGBANA CONTEH,ROMAN CATHOLIC PRIMARY SCHOOL,298
PORT LOKO,MASIMERA,Mayola lal ratun MCHP,PETIFU DEEN,ROYAL ACADEMY PRIMARY SCHOOL,264
PORT LOKO,MASIMERA,MAYOMBO MCHP,ROBALLAN,KING FAHAD ISLAMIC PRIMARY SCHOOL ROBALLAN,274
PORT LOKO,MASIMERA,MAYOMBO MCHP,MAGBENDEH,COMMUNITY EDUCATION DEVELOPMENT PRIMARY SCHOOL,107
PORT LOKO,MASIMERA,MAYOMBO MCHP,MAYOMBO,ROYAL ACADEMY PRIMARY SCHOOL,216
PORT LOKO,MASIMERA,MAYOMBO MCHP,MAMANGO,COMMUNITY EDUCATION DEVELOPMENT PRIMARY SCHOOL,240
PORT LOKO,MASIMERA,MAYOMBO MCHP,MAKONKO,COMMUNITY EDUCATION DEVELOPMENT PRIMARY SCHOOL,69
PORT LOKO,LOKOMASAMA,Menika CHP,MENIKA (LOKOMASAMA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,298
PORT LOKO,LOKOMASAMA,Menika CHP,SANKOYA (LOKOMASAMA),CHURCH OF GOD PRIMARY SCHOOL,203
PORT LOKO,LOKOMASAMA,Menika CHP,BOMPA (LOKOMASAMA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,294
PORT LOKO,LOKOMASAMA,Menika CHP ,YURIKA (LOKOMASAMA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,311
PORT LOKO,KOYA,Mile 38 CHC,ROWAL (KOYA),SIERRA LEONE ISLAMIC ACADEMY PRIMARY SCHOOL,255
PORT LOKO,KOYA,Mile 38 CHC,ROPABLE,AFRICAN CHRISTIAN FELLOWSHIP PRIMARY SCHOOL,96
PORT LOKO,KOYA,Mile 38 CHC,ROKUPR (KOYA),SDA PRIMARY SCHOOL,108
PORT LOKO,KOYA,Mile 38 CHC,MAMAMAH (KOYA),DIVERSITY INTERNATIONAL PRIMARY SCHOOL,452
PORT LOKO,KOYA,Mile 38 CHC,LIMBA CORNER (KOYA),PRESBYTERIAN COMMUNITY PRIMARY SCHOOL LIMBA,191
PORT LOKO,KOYA,Mile 38 CHC,ROPATH (KOYA),CHURCH OF GOD OF PROPHECY PRIMARY SCHOOL ROPATH,234
PORT LOKO,KOYA,Mile 38 CHC,MILE 38 (KOYA),CHURCH OF GOD PROPHECY MAGBONTHOBOR,598
PORT LOKO,KOYA,Mile 38 CHC,ROPATH (KOYA),CREATIVE KIDS CARING PRIMARY SCHOOLS,121
PORT LOKO,KOYA,Mile 38 CHC,ROPATH (KOYA),CHARITY OPHANAGE PRIMARY SCHOOL,129
PORT LOKO,KOYA,Mile 38 CHC,MATAIBAIN (KOYA),MATAIBAIN COMMUNITY PRIMARY SCHOOL,190
PORT LOKO,KOYA,Mile 38 CHC,BANDASIRMA (KOYA),EVANGELICAL MODEL PRIIMARY SCHOOL,338
PORT LOKO,KOYA,Mile 38 CHC,MASAKARAY (KOYA),CHRIST CENTERED PRIMARY SCHOOL MASAKARAY,232
PORT LOKO,KOYA,Mile 38 CHC,MASAMPA (KOYA),IBRAHIM T COMMUNITY PRIMARY SCHOOL,190
PORT LOKO,KOYA,Mile 38 CHC,MABALLAY (KOYA),EVANGELICAL MODEL PRIIMARY SCHOOL,297
PORT LOKO,KOYA,Mile 38 CHC,MILE 38 (KOYA),MOUNT ZION BAPTIST PRIMARY SCHOOL MILE 38,183
PORT LOKO,KOYA,Mile 38 CHC,MAKANDEH (KOYA),CHURCH OF GOD PRIMARY SCHOOL MAKANDEH,348
PORT LOKO,KOYA,Mile 38 CHC,MAMAMAH (KOYA),SAINT MICHEALS ROMAN CATHOLIC PRIMARY SCHOOL,643
PORT LOKO,KOYA,Mile 38 CHC,MILE 38 KOYA,AHMADIYYA MUSLIM  SCHOOL,55
PORT LOKO,KOYA,Mile 38 CHC,MILE 38 OLD ROAD (KOYA),EVANGELICAL PRIIMARY SCHOOL,99
PORT LOKO,KOYA,Mile 38 CHC,ROWAL (KOYA),COMMUNITY PRIMARY SCHOOL,131
PORT LOKO,MACONTEH,Minthomore CHP,MINTHOMORE (MACONTEH),ROMAN CATHOLIC PRIMARY SCHOOL,404
PORT LOKO,MACONTEH,Minthomore CHP,RO-GBESSEH (MACONTEH),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,274
PORT LOKO,MACONTEH,Minthomore CHP ,ROSELLA (MACONTEH),AFRICA METHODIST EPISCOPAL PRIMARY SCHOOL,270
PORT LOKO,MACONTEH,Minthomore CHP ,MAKOBA (MACONTEH),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,455
PORT LOKO,KAFFU BULLOM,MODIA CHC,KAMBIA (KAFFU BULLOM),REGMEL PRIMARY SCHOOL LUNGI,46
PORT LOKO,KAFFU BULLOM,MODIA CHC,LUNGI TOWN (KAFFU BULLOM),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,205
PORT LOKO,KAFFU BULLOM,MODIA CHC,LUNGI TOWN (KAFFU BULLOM),SUSU GOSPEL PRIMARY SCHOOL MODIA LUNGI,424
PORT LOKO,KAFFU BULLOM,MODIA CHC,LUNGI TOWN (KAFFU BULLOM),HOLY CROSS ROMAN CATHOLIC PRIMARY SCHOOL,416
PORT LOKO,KAFFU BULLOM,MODIA CHC,LUNGI (KAFFU BULLOM),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL JUNIOR,115
PORT LOKO,KAFFU BULLOM,MODIA CHC,WASAYA,Royal Science Academy,172
PORT LOKO,KAFFU BULLOM,MODIA CHC,KAGBATAMA,Fread Renne Primary School,107
PORT LOKO,KAFFU BULLOM,MODIA CHC,ROGBONKOH,Gbate Mission Primary School,74
PORT LOKO,LOKOMASAMA,Musaia CHP,MATHONG (LOKOMASAMA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,298
PORT LOKO,LOKOMASAMA,Musaia CHP,TIFFIN (LOKOMASAMA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,285
PORT LOKO,LOKOMASAMA,Musaia CHP,SAKAYA (LOKOMASAMA),ISLAMIC DAWA D.C SAKAYA,257
PORT LOKO,LOKOMASAMA,Musaia CHP ,GBONKO KABONKO (LOKOMASAMA),KANKAYLAY PRIMARY SCHOOL,440
PORT LOKO,LOKOMASAMA,Musaia CHP ,MUSAIYA (LOKOMASAMA),SAINT MARTIN ROMAN CATHOLIC PRIMARY SCHOOL,543
PORT LOKO,LOKOMASAMA,Musaia CHP ,MATHONG (LOKOMASAMA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,298
PORT LOKO,LOKOMASAMA,Musaia CHP ,MUSAIA TOWN (LOKOMASAMA),NELSON MANDELA HIGH SCHOOL,293
PORT LOKO,MAFORKI,NEW MAFORKI CHP,ROTAPRR (MAFORKI),SAINT THERESA ROMAN CATHOLIC PRIMARY SCHOOL,99
PORT LOKO,MAFORKI,NEW MAFORKI CHP,BATHSINT (MAFORKI),WESLEYAN CHURCH OF SIERRA LEONE PRIMARY SCHOOL,86
PORT LOKO,MAFORKI,NEW MAFORKI CHP,ROFANKAH (MAFORKI),LOVE'S PRIMARY SCHOOL,242
PORT LOKO,MAFORKI,NEW MAFORKI CHP,MAFORKI TOWN,FREE PENTECOSTAL MISSION PRIMARY SCHOOL,109
PORT LOKO,MAFORKI,NEW MAFORKI CHP,OLD PORT LOKO (MAFORKI),AHMADIYYA MUSLIM PRIMARY SCHOOL,197
PORT LOKO,MAFORKI,NEW MAFORKI CHP,OLD PORT LOKO (MAFORKI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,548
PORT LOKO,MAFORKI,NEW MAFORKI CHP,NEW MAFORKI TOWN (MAFORKI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,470
PORT LOKO,MAFORKI,NEW MAFORKI CHP,ROTIFUNK (MAFORKI),COMMUNITY PRIMARY SCHOOL,188
PORT LOKO,MAFORKI,NEW MAFORKI CHP,ROMANKNE,KANKAYLAY ISLAMIC PRIMARY SCHOOL,122
PORT LOKO,MAFORKI,NEW MAFORKI CHP,OLD PORTLOKO (MAFORKI),EVERY NATION ACADEMY PRIMARY SCHOOL,67
PORT LOKO,MASIMERA,NONKOBA CHP,NONKOBA (MASIMERA),DISTRICT EDUCATION COMMITTEE BAPTIST PRIMARY SCHOOL,298
PORT LOKO,MASIMERA,NONKOBA CHP,KUKUNA (MASIMERA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,274
PORT LOKO,MASIMERA,NONKOBA CHP,MAMANSO (MASIMERA),ROMAN CATHOLIC PRIMARY SCHOOL,215
PORT LOKO,MASIMERA,NONKOBA CHP,MAMOYOB (MASIMERA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,226
PORT LOKO,MASIMERA,NONKOBA CHP,MASINEH (MASIMERA),ROMAN CATHOLIC PRIMARY SCHOOL,292
PORT LOKO,KAMASONDO,Petifu Junction CHC,MAPILLER (LOKOMASAMA),ALKATAB ISLAMIC PRIMARY SCHOOL,373
PORT LOKO,LOKOMASAMA,Petifu Junction CHC,PATIFU JUNCTION (LOKOMASAMA),SAINT PAUL'S ROMAN CATHOLIC PRIMARY SCHOOL,322
PORT LOKO,LOKOMASAMA,Petifu Junction CHC,KOMRABAI (LOKOMASAMA),HIDAYA FOUNDATION CHARITY PRIMARY SCHOOL,201
PORT LOKO,LOKOMASAMA,Petifu Junction CHC,BAKOLO (LOKOMASAMA),SAINT GEORGE ROMAN CATHOLIC PRIMARY SCHOOL,355
PORT LOKO,LOKOMASAMA,Petifu Junction CHC,KAMBIA WORREH (LOKOMASAMA),KANKAYLAY ISLAMIC PRIMARY,295
PORT LOKO,LOKOMASAMA,Petifu Junction CHC,KOMRABAI (LOKOMASAMA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,335
PORT LOKO,LOKOMASAMA,Petifu Junction CHC,MATHEEM (LOKOMASAMA),KANKAYLAY ISLAMIC PRIMARY SCHOOL,203
PORT LOKO,LOKOMASAMA,Petifu Junction CHC,GBOM MAKASSAY (LOKOMASAMA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,271
PORT LOKO,LOKOMASAMA,Petifu Junction CHC,LOKOMASAMA,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,379
PORT LOKO,LOKOMASAMA,Petifu Junction CHC,KARMA (LOKOMASAMA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,371
PORT LOKO,KAMASONDO,Petifu Junction CHC,SHEKUYA (KAMASONDO),KANKAYLAY ISLAMIC PRIMARY SCHOOL,289
PORT LOKO,KAMASONDO,Petifu Junction CHC,MAPORON (KAMASONDO),FRANCESS HERMAN MEMORIAL PRIMARY,251
PORT LOKO,MAFORKI,PETIFU MAFORKI MCHP,MAKELFA (MAFORKI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,172
PORT LOKO,MAFORKI,PETIFU MAFORKI MCHP,PITIFU (MAFORKI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,155
PORT LOKO,MAFORKI,PETIFU MAFORKI MCHP,GBOKOHMAYIRA (MAFORKI),KHULAFAI RASHIDEEN ISLAMIC PRIMARY SCHOOL,229
PORT LOKO,KAMASONDO,Pepel CHC,PEPEL (KAMASONDO),HOLY CROSS ROMAN CATHOLIC PRIMARY SCHOOL,343
PORT LOKO,KAMASONDO,Pepel CHC,PEPEL (KAMASONDO),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,539
PORT LOKO,KAMASONDO,Pepel CHC,PEPEL (KAMASONDO),SIERRA LEONE CHURCH PRIMARY SCHOOL,300
PORT LOKO,KAMASONDO,Pepel CHC,MADINA (KAMASONDO),KANKAYLAY ISLAMIC PRIMARY SCHOOL MADINA,228
PORT LOKO,KAMASONDO,Pepel CHC,PEPEL (KAMASONDO),WONDERS PRIMARY SCHOOL,252
PORT LOKO,KAMASONDO,Pepel CHC,PEPEL (KAMASONDO),HERETAGE PRIMARY SCHOOL,69
PORT LOKO,KAMASONDO,Pepel CHC,Sengbeh,Sengbeh Commnity Primary School,213
PORT LOKO,KAMASONDO,Pepel CHC,MADINA (KAMASONDO),KANKAYLAY ISLAMIC PRIMARY SCHOOL,212
PORT LOKO,THAINKATOPA,ROBAKA MCHP,MASANGBAN (THAINKATOPA),ROMAN CATHOLIC PRIMARY SCHOOL,290
PORT LOKO,THAINKATOPA,ROBAKA MCHP,ROBOMP (THAINKATOPA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,186
PORT LOKO,THAINKATOPA,ROBAKA MCHP,ROBANKA (THAINKATOPA),MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL,134
PORT LOKO,THAINKATOPA,ROBAKA MCHP,ROBAKA (THAINKATOPA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,239
PORT LOKO,MARAMPA,ROBOMBEH CHC,MABAMBU (MARAMPA),CHARITY PRIMARY SCHOOL MABAMBU VILLAGE,175
PORT LOKO,MARAMPA,ROBOMBEH CHC,ROTHARON (MARAMPA),ALHADI ISLAMIC PRIMARY SCHOOL,326
PORT LOKO,MARAMPA,ROBOMBEH CHC,MASETHLEH (MARAMPA),MASETHLEH PRIMARY SCHOOL,68
PORT LOKO,MARAMPA,ROBOMBEH CHC,ROBOMBEH VILLAGE (MARAMPA),CHURCH OF GOD OF PROPHECY PRIMARY SCHOOL,228
PORT LOKO,KOYA,Rofoindu CHP,MATEIKOH (KOYA),CHURCH OF GOD PRIMARY SCHOOL,268
PORT LOKO,KASSEH,Rogballan Kasseh MCHP,ROTHENTI (KASSEH),AHMADIYYA MUSLIM PRIMARY SCHOOL,258
PORT LOKO,KASSEH,Rogballan Kasseh MCHP,ROGBLAN KASSEH (KASSEH),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,251
PORT LOKO,THAINKATOPA,ROGBANEH MCHP,ROGONGHA (THAINKATOPA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,348
PORT LOKO,THAINKATOPA,ROGBANEH MCHP,MASINEH (THAINKATOPA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,195
PORT LOKO,THAINKATOPA,ROGBANEH MCHP,MAMBOI (THAINKATOPA),MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL,233
PORT LOKO,MAFORKI,ROGBERE CHC,ROGBERE JUNCTION (MAFORKI),SIERRA LEONE CHURCH PRIMARY SCHOOL,101
PORT LOKO,MAFORKI,ROGBERE CHC,ROGBERE JUNCTION (MAFORKI),JEREMIAH CHILDREN'S FOUNDATION PRIMARY SCHOOL,91
PORT LOKO,MAFORKI,ROGBERE CHC,GBARAY JUNCTION (MAFORKI),PHIL-ROCHE,225
PORT LOKO,MAFORKI,ROGBERE CHC,ROGBERE JUNCTION (MAFORKI),FAITH ACADEMY PRIMARY SCHOOL,181
PORT LOKO,MAFORKI,ROGBERE CHC,ROTHUK (MAFORKI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,150
PORT LOKO,MAFORKI,ROGBERE CHC,MASORIA,MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL,137
PORT LOKO,MAFORKI,ROGBERE CHC,LUNGI- KOROMA (MAFORKI),BAPTIST MODEL PRIMARY SCHOOL,194
PORT LOKO,MAFORKI,ROGBERE CHC,GBARAY JUNCTION (MAFORKI),BAPTIST MODEL PRIMARY SCHOOL,229
PORT LOKO,MARAMPA,ROGBERE CHC,MAKERIFIE YASSAY (MARAMPA),JEREMIAH PRIMARY SCHOOL,261
PORT LOKO,MARAMPA,ROGBERE CHC,LAL BANKA (MARAMPA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,242
PORT LOKO,MASIMERA,ROKASSA CHC,MAROTO (MASIMERA),ROMAN CATHOLIC PRIMARY SCHOOL,259
PORT LOKO,MASIMERA,ROKASSA CHC,ROKASSA (MASIMERA),CHILDREN OF HOPE PRIMARY SCHOOL,271
PORT LOKO,MASIMERA,ROKEL CHP,ROKEL (MASIMERA),ROMAN CATHOLIC PRIMARY SCHOOL,237
PORT LOKO,MASIMERA,ROKEL CHP,MASSAWURR (MASIMERA),ROMAN CATHOLIC PRIMARY SCHOOL,253
PORT LOKO,MASIMERA,ROKEL CHP,BENKIA (MASIMERA),EVANGELICAL MODEL PRIIMARY SCHOOL,210
PORT LOKO,MASIMERA,ROKEL CHP,ROKON,UNITED METHODIST CHURCH PRIMARY SCHOOL,266
PORT LOKO,KOYA,Rokon CHP,ROFUTHA (KOYA),CHURCH OF GOD PRIMARY SCHOOL,291
PORT LOKO,KOYA,Rokon CHP,ROKON (KOYA),GO PRIMARY SCHOOL,188
PORT LOKO,KOYA,Rokon CHP,KOMRABAI N'ALIE,MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL,260
PORT LOKO,KOYA,Rokon CHP,KOMRABAI N'FAH CONTEH (KOYA),COMMUNITY PRIMARY SCHOOL/DUPLICATE,123
PORT LOKO,MARAMPA,ROLEMBRAY MCHP,KEREFAY VILLAGE (MARAMPA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,251
PORT LOKO,KASSEH,Romeni MCHP,ROMENI (KASSEH),SAINT PETERS ROMAN CATHOLIC PRIMARY SCHOOL,313
PORT LOKO,KASSEH,Romeni MCHP,ROKEN KASSEH (KASSEH),MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL,186
PORT LOKO,KASSEH,Romeni MCHP,ROKTOLON (KASSEH),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,240
PORT LOKO,MASIMERA,ROTHEREN MCHP,ROTHEREN (MASIMERA),ROMAN CATHOLIC PRIMARY SCHOOL,167
PORT LOKO,MASIMERA,ROTHOMA MCHP,ROTHOMA (MASIMERA),KING FAHAD ISLAMIC PRIMARY SCHOOL ROHTOMA,231
PORT LOKO,MASIMERA,ROTHOMA MCHP,YONIPET (MASIMERA),KING FAHAD ISLAMIC PRIMARY SCHOOL YONIPET,218
PORT LOKO,MASIMERA,ROTHOMA MCHP,MAYELIE MASA,COMMUNITY EDUCATION DEVELOPMENT PRIMARY SCHOOL,95
PORT LOKO,MASIMERA,ROTHOMA MCHP,ROLAL MASEMBU (MASIMERA),COMMUNITY EDUCATION DEVELOPMENT PRIMARY SCHOOL,192
PORT LOKO,MASIMERA,ROTHOMA MCHP,MABANTANU,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,150
PORT LOKO,MASIMERA,ROYEIBEN CHP,ROKOLON (MASIMERA),ROMAN CATHOLIC PRIMARY SCHOOL,134
PORT LOKO,MASIMERA,ROYEIBEN CHP,KONTA-MAKALBEN,FUAD MEMORAL PRIMARY SCHOOL,132
PORT LOKO,MASIMERA,ROYEIBEN CHP,ROYIBEN,FUDIA ISLAMIC PRIMARY SCHOOL,127
PORT LOKO,MASIMERA,ROYEIBEN CHP,MAKUSERY BANA,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,303
PORT LOKO,MASIMERA,ROYEIBEN CHP,MAGBANKAY,EVANGELICAL MODEL PRIIMARY SCHOOL,390
PORT LOKO,BAKEH LOKO,SLC clinic ,MAGBENI (BAKEH LOKO),AME PRIMARY SCHOOL,288
PORT LOKO,BAKEH LOKO,SLC Clinic,EBKUST CAMPUS (BAKEH LOKO),PORT LOKO TEACHERS COLLEGE PRACTISING PRIMARY SCHOOL,435
PORT LOKO,BAKEH LOKO,SLC clinic ,LUNGI ROAD (BAKEH LOKO),ROMAN CATHOLIC PRIMARY SCHOOL JUNIOR,322
PORT LOKO,BAKEH LOKO,SLC clinic ,KAMBIA ROAD (BAKEH LOKO),FORUM FOR AFRICAN WOMEN EDUCATIONIST PRIMARY SCHOOL,346
PORT LOKO,BAKEH LOKO,SLC clinic ,FALABA ROAD (BAKEH LOKO),ROMAN CATHOLIC PRIMARY SCHOOL GIRLS SENIOR,230
PORT LOKO,BAKEH LOKO,SLC clinic ,KAMBIA ROAD (BAKEH LOKO),WESLEYAN CHURCH OF SIERRA LEONE PRIMARY,471
PORT LOKO,BAKEH LOKO,SLC clinic ,KAMBIA ROAD (BAKEH LOKO),LOGOS EXPERIMENTAL PRIMARY SCHOOL,230
PORT LOKO,BAKEH LOKO,SLC clinic ,KAMBIA ROAD (BAKEH LOKO),MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL,254
PORT LOKO,BAKEH LOKO,SLC clinic ,SCOT ROAD (BAKEH LOKO),SIERRA LEONE CHURCH PRIMARY SCHOOL,224
PORT LOKO,MARAMPA,ST JOHN OF GOD,LUNSAR,HAJI INTERNATIONAL ACADEMY PRIMARY SCHOOL,251
PORT LOKO,MARAMPA,ST JOHN OF GOD,LUNSAR,KING KAMA PRIMARY SCHOOL,263
PORT LOKO,MARAMPA,ST JOHN OF GOD,LUNSAR ,SAINT THOMAS NORWICH PRIMARY SCHOOL,135
PORT LOKO,MARAMPA,ST JOHN OF GOD,LUNSAR (MARAMPA),REDEEM BAPTIST PRIMARY SCHOOL,123
PORT LOKO,MARAMPA,ST JOHN OF GOD,LUNSAR (MARAMPA),NURR ISLAMIC PRIMARY SCHOOL,801
PORT LOKO,MARAMPA,ST JOHN OF GOD,LUNSAR,KING KAMA MEMORIAL PRIMARY SCHOOL,253
PORT LOKO,MARAMPA,ST JOHN OF GOD,MABESSENEH (MARAMPA),ROMAN CATHOLIC PRIMARY SCHOOL,774
PORT LOKO,MARAMPA,ST JOHN OF GOD,MABESSENEH (MARAMPA),AGAPE PRIMARY SCHOOL,271
PORT LOKO,MARAMPA,ST JOHN OF GOD,LUNSAR (MARAMPA),UNITED METHODIST CHURCH PRIMARY SCHOOL,388
PORT LOKO,MARAMPA,ST JOHN OF GOD,MABESSENEH (MARAMPA),KANKAYLAY ISLAMIC PRIMARY SCHOOL,220
PORT LOKO,MARAMPA,ST JOHN OF GOD,MAKOMP,MICHAEL KAMARA MEMORIAL PRIMARY SCHOOL,165
PORT LOKO,MARAMPA,ST JOHN OF GOD,MALOMPOR (MARAMPA),SUSAN MANS MEMORIAL BAPTIST PRIMARY SCHOOL,295
PORT LOKO,MARAMPA,ST JOHN OF GOD,ROYEAMA (MARAMPA),JOSEPH MANS BAPTIST PRIMARY SCHOOL,136
PORT LOKO,MARAMPA,ST JOHN OF GOD,LUNSAR,DIVINE PRIMARY SCHOOL,60
PORT LOKO,KAFFU BULLOM,ST. JOHN OF GOD,GBANTY,Ahmadiyya Muslim Primary School,623
PORT LOKO,KAFFU BULLOM,ST. JOHN OF GOD,TOGO /MALOKO,TRIUMPHAMT Memorial Primary School,598
PORT LOKO,KAFFU BULLOM,ST. JOHN OF GOD,MALOKOH,Turkey Thompson Primary School,613
PORT LOKO,KOYA,Sumbuya CHP,MAKOSSEH (KOYA),CHURCH OF GOD OF PROPHECY PRIMARY SCHOOL,65
PORT LOKO,KOYA,Sumbuya CHP,SONGO (KOYA),CHURCH OF GOD OF PROPHECY,167
PORT LOKO,KOYA,Sumbuya CHP,SONGO (KOYA),ROMAN CATHOLIC PRIMARY SCHOOL,294
PORT LOKO,KOYA,Sumbuya CHP,SUMBUYA (KOYA),CHURCH OF GOD OF PROPHECY PRIMARY SCHOOL,311
PORT LOKO,KOYA,Sumbuya CHP,MILE 36 (KOYA),THE DAVID PRIMARY SCHOOL,282
PORT LOKO,KOYA,Sumbuya CHP,MATHERIE (KOYA),KANKAYLAY PRIMARY SCHOOL MATHERIE,268
PORT LOKO,KOYA,Sumbuya CHP,MAGBENTHA (KOYA),AHMADIYYA MUSLIM PRIMARY SCHOOL,298
PORT LOKO,KOYA,Sumbuya CHP,GBABAI (KOYA),CHURCH OF GOD PRIMARY SCHOOL,219
PORT LOKO,KOYA,Sumbuya CHP,MACOMBAY (KOYA),ERNEST BAI KOROMA PRIMARY SCHOOL,298
PORT LOKO,KOYA,Sumbuya CHP,ROGBORROH,NAMINEMA PRIMARY SCHOOL,92
PORT LOKO,KOYA,Sumbuya CHP,MATHERIE (KOYA),NEW LIFE PRIMARY SCHOOL,49
PORT LOKO,KAFFU BULLOM,TAGRIN CHC,TARGRIN (KAFFU BULLOM),POWER ACADEMY PRIMARY SCHOOL,89
PORT LOKO,KAFFU BULLOM,TAGRIN CHC,TARGRIN (KAFFU BULLOM),SUNDIATA PRIMARY SCHOOL,210
PORT LOKO,KAFFU BULLOM,TAGRIN CHC,TARGRIN (KAFFU BULLOM),SAINT JOHN ROMAN CATHOLIC PRIMARY SCHOOL,422
PORT LOKO,KAFFU BULLOM,TAGRIN CHC,TARGRIN (KAFFU BULLOM),KANKAYLAY ISLAMIC PRIMARY SCHOOL,316
PORT LOKO,KAFFU BULLOM,TAGRIN CHC,ROSINT TOWN (KAFFU BULLOM),CHURCH OF GOD PROPHECY PRIMARY ROSINT,310
PORT LOKO,KAFFU BULLOM,TAGRIN CHC,ROGBOM (KAFFU BULLOM),KHODEZA PRIMARY SCHOOL ROGBOM,135
PORT LOKO,KAFFU BULLOM,TAGRIN CHC,ROSINT,LYD' S MODERN HIGH SCHOOL,275
PORT LOKO,KAFFU BULLOM,TAGRIN CHC,ROSINT (KAFFU BULLOM),TAMIM HASSAN MEMORIAL PRIMARY SCHOOL,135
PORT LOKO,KAFFU BULLOM,TAGRIN CHC,YALE KALAM (KAFFU BULLOM),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,248
PORT LOKO,KAFFU BULLOM,TAGRIN CHC,MADINA (KAFFU BULLOM),IMAM KHOMEINIE ISLAMIC PRIMARY SCHOOL,149
PORT LOKO,KAFFU BULLOM,TAGRIN CHC,TARGRIN (KAFFU BULLOM),KHULAFAI RASHIDEEN PRIMARY,193
PORT LOKO,KAFFU BULLOM,TAGRIN CHC,TADI (KAFFU BULLOM),SAINT MONICA ROMAN CATHOLIC PRIMARY SCHOOL,193
PORT LOKO,KAFFU BULLOM,TAGRIN CHC,TARGRIN (KAFFU BULLOM),AHMADIYYA MUSLIM PRIMARY SCHOOL,416
PORT LOKO,KAFFU BULLOM,TAGRIN CHC,TAGRIN/LUNGI,Christ Compassionate primary school,194
PORT LOKO,KAFFU BULLOM,TAGRIN CHC,TAGRIN/LUNGI,Queen Elizabeth Primary School,115
PORT LOKO,KAFFU BULLOM,TAGRIN CHC,TAGRIN/LUNGI,Heritage Primary School,68
PORT LOKO,KAFFU BULLOM,TAGRIN CHC,COOTTON TREE,Sakoma Primary School,420
PORT LOKO,BAKEH LOKO,Under Fives Clinic Port Loko,SI LODGE (BAKEH LOKO),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL (BANGLA),372
PORT LOKO,BAKEH LOKO,Under Fives Clinic Port Loko,LUNGI ROAD (BAKEH LOKO),ROMAN CATHOLIC PRIMARY SCHOOL,253
PORT LOKO,BAKEH LOKO,Under Fives Clinic Port Loko,FALABA ROAD  (BAKEH LOKO),ROMAN CATHOLIC PRIMARY SCHOOL JUNIOR,514
